MODIFIED_ADDRESS,count
"1316 dumont ave, brooklyn, ny 11208",1
"1720 e 13th st #1c, brooklyn, ny 11229",1
"35-40 82nd st #2a, flushing, ny 11372",1
"18 w 48th st #9c, new york, ny 10036",1
"232 argyle rd, brooklyn, ny 11218",1
"87-15 165th st #4b, jamaica, ny 11432",1
"600 annadale rd, staten island, ny 10312",1
"58-13 waldron st, flushing, ny 11368",1
"54 e 1st st #2c, new york, ny 10003",1
"15815 union tpke #411n, flushing, ny 11366",1
"111 e 36th st #5a, new york, ny 10016",1
"83-75 118th st #2i, jamaica, ny 11415",1
"1203 8th ave, brooklyn, ny 11215",1
"17 w 10th st #3b, new york, ny 10011",1
"217 e 96th st #29c, new york, ny 10128",1
"78-16 main st #1f, flushing, ny 11367",1
"20-61 49th st, astoria, ny 11105",1
"128 w 138th st #1, new york, ny 10030",1
"458 w 51st st, new york, ny 10019",1
"128 e 19th st, new york, ny 10003",1
"183-12 elmira ave, jamaica, ny 11412",1
"23 jackson st, staten island, ny 10304",1
"32 e 76th st apt 805, new york, ny 10021",1
" 1 5th ave #10c, new york, ny 10003",1
"85-65 159th st, jamaica, ny 11432",1
"467 maine ave, staten island, ny 10314",1
"357 6th ave apartment 1, brooklyn, ny 11215",1
"927 hart st, brooklyn, ny 11237",1
"1200 e 53rd st #4c, brooklyn, ny 11234",1
"23-16 36th st, astoria, ny 11105",1
"120 prospect park w, brooklyn, ny 11215",1
"1250 ocean pkwy #3j, brooklyn, ny 11230",1
"157 e 78th st, new york, ny 10075",1
"465 w 57th st #3b, new york, ny 10019",1
"67-27 181st st, flushing, ny 11365",1
"194-11 112th ave, jamaica, ny 11412",1
"40 somers st # 2, brooklyn, ny 11233",1
"101 dalemere rd, staten island, ny 10304",1
"277 e 7th st apt 2, new york, ny 10009",1
"160 rathbun ave, staten island, ny 10312",1
"58 elmwood ave, staten island, ny 10308",1
"59 park pl, staten island, ny 10301",1
"33-17 85th st, flushing, ny 11372",1
"217 e 5th st apt 8, new york, ny 10003",1
"391 fingerboard rd, staten island, ny 10305",1
"9902 3rd ave #2e, brooklyn, ny 11209",1
"4325 boyd ave, bronx, ny 10466",1
"227 90th st, brooklyn, ny 11209",1
"70 oceana dr w ph 1d, brooklyn, ny 11235",1
"2135 e 13th st, brooklyn, ny 11229",1
"64-13 79th st, middle village, ny 11379",1
"2727 ocean pkwy d6, brooklyn, ny 11235",1
"687 e 232nd st, bronx, ny 10466",1
"132 dalton ave, staten island, ny 10306",1
"230 central park w #3k, new york, ny 10024",1
"11120 73rd ave #6h, forest hills, ny 11375",1
"38 w 26th st apt 12a, new york, ny 10010",1
"248 new york ave apartment 8, brooklyn, ny 11216",1
"1809 voorhies ave, brooklyn, ny 11235",1
"1938 bay ridge ave, brooklyn, ny 11204",1
"242 e 25th st #3d, new york, ny 10010",1
"65-38 austin st #2b, rego park, ny 11374",1
"12325 82nd ave #5r, kew gardens, ny 11415",1
"418 e 59th st #31b, new york, ny 10022",1
"144-60 gravett rd #3c, flushing, ny 11367",1
"5-30 47th ave #1b, long island city, ny 11101",1
"80 kelvin ave, staten island, ny 10306",1
"3125 tibbett ave #8c, bronx, ny 10463",1
"30 w 61st st #16d, new york, ny 10023",1
"7550 amboy rd, staten island, ny 10307",1
"2521 humphreys st, flushing, ny 11369",1
"2500 johnson ave #14h, bronx, ny 10463",1
"3333 henry hudson pkwy #20, bronx, ny 10463",1
"42 st marks pl apt 1, brooklyn, ny 11217",1
"116-10 14th rd, flushing, ny 11356",1
"325 e 41st st apt 601, new york, ny 10017",1
"8903 ridge blvd, brooklyn, ny 11209",1
"1750 e 14th st #6b, brooklyn, ny 11229",1
"12 w 18th st #4e, new york, ny 10011",1
"4 w 103rd st, new york, ny 10025",1
"1280 5th ave #17b, new york, ny 10029",1
"13839 jewel ave #3a, flushing, ny 11367",1
"11 e 36th st ste 404, new york, ny 10016",1
"59-20 xenia st, flushing, ny 11368",1
"3625 oxford ave #2b, bronx, ny 10463",1
"2110 frederick douglass blvd #8d, new york, ny 10026",1
"3017 riverdale ave #2j, bronx, ny 10463",1
"130-14 60th ave #2c, flushing, ny 11355",1
"226- 9 88th ave, queens, ny 11427",1
"13-04 126th st, flushing, ny 11356",1
"114-34 inwood st, jamaica, ny 11436",1
"213 liberty ave, staten island, ny 10305",1
"37-30 83rd st #3c, flushing, ny 11372",1
"32 e 22nd st, new york, ny 10010",1
"530 east 86th st #7a, new york, ny 10028",1
"2400 e 3rd st apt 715, brooklyn, ny 11223",1
"240 riverside blvd #19b, new york, ny 10023",1
"382 audubon ave, new york, ny 10033",1
"29 w 85th st apt 3, new york, ny 10024",1
"102-04 63rd rd, queens, ny 11375",1
"21-58 35th st #1c, astoria, ny 11105",1
"144 beach 121st st #1a, rockaway park, ny 11694",1
"1114 blake ave, brooklyn, ny 11208",1
"225 e 74th st #5m, new york, ny 10021",1
"151 daniel low terrace, staten island, ny 10301",1
"51-42 30th ave. #4c, woodside, ny 11377",1
"3569 richmond rd, staten island, ny 10306",1
"2108 bathgate ave, bronx, ny 10457",1
"129 barrow st #2a, new york, ny 10014",1
"45 5th ave #2a, new york, ny 10003",1
"59-42 69th st, flushing, ny 11378",1
"61-09 39th ave m6, woodside, ny 11377",1
"16 w 40th st #25b, new york, ny 10018",1
"404 e 66th st #4n, new york, ny 10065",1
"207 e 57th st #16b, new york, ny 10022",1
"78-06 46th ave #4b, elmhurst, ny 11373",1
"3000 valentine ave #5f, bronx, ny 10458",1
"63-14 queens blvd #5c, woodside, ny 11377",1
"230 e 79th st #19c, new york, ny 10075",1
"3220 91st st apt 310, east elmhurst, ny 11369",1
"126 east 86th st #16a, new york, ny 10028",1
"201 e 28th st #7k, new york, ny 10016",1
"870 5th ave #4d, new york, ny 10065",1
"1372 shakespeare ave #4c, bronx, ny 10452",1
"145-47 115th ave, jamaica, ny 11436",1
"944 5th ave, new york, ny 10021",1
"958 madison st, brooklyn, ny 11221",1
"170 e 92nd st #4c, new york, ny 10128",1
"2566 eastchester rd, bronx, ny 10469",1
"960 e 40th st, brooklyn, ny 11210",1
"8 e 83rd st # 8b, new york, ny 10028",1
"563 park ave #10e, new york, ny 10065",1
"2711 henry hudson pkwy #3c, bronx, ny 10463",1
"721 5th ave suite 52d, new york, ny 10022",1
"28-16 37th st, long island city, ny 11103",1
"215 sullivan st #5e, new york, ny 10012",1
"68 eldert st #4c, brooklyn, ny 11207",1
"140 kiswick st, staten island, ny 10306",1
"2021 watson ave, bronx, ny 10472",1
"150-20 72nd rd #6a, flushing, ny 11367",1
"26 roe st, staten island, ny 10310",1
"3733 84th st apt 31, jackson heights, ny 11372",1
"328 taylor st, staten island, ny 10310",1
"15 hudson yards #66, new york, ny 10001",1
"6504 17th ave, brooklyn, ny 11204",1
"14963 ash ave, flushing, ny 11355",1
"97-40 62nd dr #11c, rego park, ny 11374",1
"330 e 38th st #12n, new york, ny 10016",1
"1906 bergen ave #9a, brooklyn, ny 11234",1
"567 st johns pl, brooklyn, ny 11238",1
"36 w 35th st, new york, ny 10001",1
"88-01 77th st, jamaica, ny 11421",1
"300 riverside dr #8h, new york, ny 10025",1
"762 greene ave, brooklyn, ny 11221",1
"160 72nd st apt 791, brooklyn, ny 11209",1
"165 west end ave #7k, new york, ny 10023",1
"2414 tiebout ave, bronx, ny 10458",1
"344 w 72nd st #609, new york, ny 10023",1
"120 e 36th st #10c, new york, ny 10016",1
"739 e 89th st, brooklyn, ny 11236",1
"170 w 76th st, new york, ny 10023",1
"31 e 72nd st #3b, new york, ny 10021",1
" 8 e 83rd st, new york, ny 10028",1
"200 e 62nd st #19a, new york, ny 10065",1
"320 e 42nd st apt 3012, new york, ny 10017",1
"16 dekoven ct, brooklyn, ny 11230",1
"1505 archer rd #2d, bronx, ny 10462",1
"895 park ave #7, new york, ny 10075",1
"17 w 54th st #10f, new york, ny 10019",1
"147-57 76th rd, flushing, ny 11367",1
"5615 netherland ave #4e, bronx, ny 10471",1
"1100 clove rd #2c, staten island, ny 10301",1
" 63-89 saunders st #6c, flushing, ny 11374",1
"1103 bushwick ave, brooklyn, ny 11221",1
"25 sanford st, staten island, ny 10307",1
"80 brewster st, staten island, ny 10304",1
"550 vanderbilt ave apartment 511, brooklyn, ny 11238",1
"1222 putnam ave #4a, brooklyn, ny 11221",1
"6610 thornton pl #3c, flushing, ny 11374",1
"225-8 hillside ave., queens village, ny 11427",1
"250 manhattan ave #3r, brooklyn, ny 11211",1
"40 broad st fl 3, new york, ny 10004",1
"7715 20th ave, brooklyn, ny 11214",1
"60 e 55th st #3, new york, ny 10022",1
"1038 east 100th street, brooklyn, ny 11236",1
"61-19 75th pl, flushing, ny 11379",1
"346 w 56th st #1a, new york, ny 10019",1
"281 w 11th st #4a, new york, ny 10014",1
"726 e 134th st, bronx, ny 10454",1
"21-05 33rd st #5f, astoria, ny 11105",1
"34-53 60th st, flushing, ny 11377",1
"110 livingston st #11j, brooklyn, ny 11201",1
"151 31st st, brooklyn, ny 11232",1
"2728 thomson ave unit 422, long island city, ny 11101",1
"767 47th st, brooklyn, ny 11220",1
"70 lenox rd apt d2, brooklyn, ny 11226",1
"1200 e 53rd st #7b, brooklyn, ny 11234",1
"190-45 112th ave, jamaica, ny 11412",1
"1206 tabor ct, brooklyn, ny 11219",1
"802 herkimer st, brooklyn, ny 11233",1
"317 w 54th st #2e, new york, ny 10019",1
"2628 broadway #12a, new york, ny 10025",1
"5700 arlington ave #2m, bronx, ny 10471",1
"1819 burnett st, brooklyn, ny 11229",1
"33 w 67th st #4r, new york, ny 10023",1
"1000 clove rd #8c, staten island, ny 10301",1
" 102-40 67th dr #1b, flushing, ny 11375",1
"727 ocean view ave apt d3, brooklyn, ny 11235",1
"9411 shore rd #4k, brooklyn, ny 11209",1
"491-493 e 45th st #16, brooklyn, ny 11203",1
"153 wellbrook ave, staten island, ny 10314",1
"160 w 66th st #57b, new york, ny 10023",1
"60-01 metropolitan ave, flushing, ny 11385",1
"7101 shore rd #3d, brooklyn, ny 11209",1
"89-15 parsons blvd #1b, jamaica, ny 11432",1
"219 constitution pl, college point, ny 11356",1
"301 w 53rd st #19a, new york, ny 10019",1
"200 e 58th st #14c, new york, ny 10022",1
"8510 151st ave apt 2b, howard beach, ny 11414",1
"1238 63rd st #436, brooklyn, ny 11219",1
"325 5th ave apt 36a, new york, ny 10016",1
"1625 emmons ave #1a, brooklyn, ny 11235",1
"10 little w st #20d, new york, ny 10004",1
"1229 putnam ave #2d, brooklyn, ny 11221",1
"43-20 union st #7d, flushing, ny 11355",1
"1904 harman st #4a, ridgewood, ny 11385",1
"609 columbus ave #14k, new york, ny 10024",1
"312 83rd st, brooklyn, ny 11209",1
"305 w 86th st #3c, new york, ny 10024",1
"1400 e 98th st, brooklyn, ny 11236",1
"402 e 74th st #4b, new york, ny 10021",1
"68 eldert st #3b, brooklyn, ny 11207",1
"54 e 8th st #3l, new york, ny 10003",1
"64 e 94th st #4a, new york, ny 10128",1
"311 w 83rd st #5a, new york, ny 10024",1
"110-50 71st rd #3a, flushing, ny 11375",1
"943 croes ave, bronx, ny 10473",1
"17 lansing st, staten island, ny 10305",1
"300 w 135th st #4l, new york, ny 10030",1
"1902 8th ave, brooklyn, ny 11215",1
"732 prospect pl, brooklyn, ny 11216",1
"64 baltic ave, staten island, ny 10304",1
"405 sackett st, brooklyn, ny 11231",1
"626 ovington ave, brooklyn, ny 11209",1
"507 e 80th st #1r, new york, ny 10075",1
"114 patchen ave, brooklyn, ny 11221",1
" 2501 snyder ave apt 3f, brooklyn, ny 11226",1
"489 7th ave, brooklyn, ny 11215",1
"269 w 87th st #8a, new york, ny 10024",1
"2654 e 18th st #2d, brooklyn, ny 11235",1
"218 classon ave, brooklyn, ny 11205",1
"15029 70th rd # 30b, flushing, ny 11367",1
"204-16 46th ave, bayside, ny 11361",1
"253 windsor pl, brooklyn, ny 11215",1
"18 leonard st #6b, new york, ny 10013",1
"217-10 135th ave, jamaica, ny 11413",1
"25 columbus cir #69, new york, ny 10019",1
"851 glenmore ave, brooklyn, ny 11208",1
"110-11 queens blvd #15b, forest hills, ny 11375",1
"221 nassau ave, brooklyn, ny 11222",1
"461 carroll st #1, brooklyn, ny 11215",1
"2191 bolton st #5d, bronx, ny 10462",1
"6300 riverdale ave #6c, bronx, ny 10471",1
"233 tompkins ave., staten island, ny 10304",1
"64 e 94th st #1g, new york, ny 10128",1
"233 freeborn st, staten island, ny 10306",1
"130 ave. s, brooklyn, ny 11223",1
"8330 vietor ave apartment 721, flushing, ny 11373",1
"142-15 franklin ave #5b, flushing, ny 11355",1
"995 5th ave #5s, new york, ny 10028",1
"1-26 beach 98th st, rockaway park, ny 11694",1
"5800 arlington ave apt 20n, bronx, ny 10471",1
"401 e 60th st #4b, new york, ny 10022",1
"30 park pl #59d, new york, ny 10007",1
"180 riverside dr #6b, new york, ny 10024",1
"597 e 8th st, brooklyn, ny 11218",1
"102-30 66th rd #20b, forest hills, ny 11375",1
"44-15 college point blvd #3a, flushing, ny 11355",1
"1212a greene ave, brooklyn, ny 11221",1
"170 w 81st st #5b, new york, ny 10024",1
"19 heusden st, staten island, ny 10303",1
"21-37 33rd st #1e, astoria, ny 11105",1
"320 61st st, brooklyn, ny 11220",1
"39 gramercy park n #3c, new york, ny 10010",1
"150 nassau st #2d, new york, ny 10038",1
"662 4th ave #1r, brooklyn, ny 11232",1
"2801 brown st, brooklyn, ny 11235",1
"128 central park s #10a, new york, ny 10019",1
"299 w 12th st #3b, new york, ny 10014",1
"15 eunice pl, staten island, ny 10303",1
"333 14th st, brooklyn, ny 11215",1
"63 e 9th st #5e, new york, ny 10003",1
"333 e 57th st # 12a, new york, ny 10022",1
"25 columbus cir #57, new york, ny 10019",1
"114 tyrrell st, staten island, ny 10307",1
"224 22nd st #4d, brooklyn, ny 11232",1
"80-14 90th rd, jamaica, ny 11421",1
"1045 e 29th st, brooklyn, ny 11210",1
"210 lafayette st apt 6d, new york, ny 10012",1
"17 suydam st, brooklyn, ny 11221",1
"132-37 pople ave #3a, flushing, ny 11355",1
"497 madison st, brooklyn, ny 11221",1
"310 e 46th st #23a, new york, ny 10017",1
"20 pine st apt 2504, new york, ny 10005",1
"25 5th ave #5g, new york, ny 10003",1
"114-30 202nd st, jamaica, ny 11412",1
"135 e 54th st #14b, new york, ny 10022",1
"145 72nd st apt d14, brooklyn, ny 11209",1
"27110 grand central pkwy #6a, queens village, ny 11005",1
"10 w 66th st #30d, new york, ny 10023",1
"838 lenox rd, brooklyn, ny 11203",1
"77 e 110th st #7a, new york, ny 10029",1
"1141 mcbride st #4d, far rockaway, ny 11691",1
"80 avenue p apartment b1, brooklyn, ny 11204",1
"275 webster ave #1b, brooklyn, ny 11230",1
"64-17 35th ave, flushing, ny 11377",1
"67-50 thornton pl, flushing, ny 11375",1
"2917 brighton 5th st, brooklyn, ny 11235",1
"151-25 88th st #3g, howard beach, ny 11414",1
"3 sheridan square #2k, new york, ny 10014",1
"1495 e 95th st, brooklyn, ny 11236",1
"36-33 169th st, flushing, ny 11358",1
"2025 ocean ave #6a, brooklyn, ny 11230",1
"30 stonegate dr #1, staten island, ny 10304",1
"710 metropolitan ave #5e, brooklyn, ny 11211",1
"1295 madison ave #5a, new york, ny 10128",1
"1115 putnam ave, brooklyn, ny 11221",1
"710 metropolitan ave #2h, brooklyn, ny 11211",1
"2450 haring st #1f, brooklyn, ny 11235",1
"8004 155th ave # 207, howard beach, ny 11414",1
"490 lorimer st #1a, brooklyn, ny 11211",1
"122 e 102nd st #2b, new york, ny 10029",1
"1965 broadway #28e, new york, ny 10023",1
"300 e 40th st apt 30n, new york, ny 10016",1
"210 w 103rd st #5f, new york, ny 10025",1
"117-68 140th st, jamaica, ny 11436",1
"755 coney island ave, brooklyn, ny 11218",1
"4609 richardson ave, bronx, ny 10470",1
"170 east end ave #3k, new york, ny 10128",1
"188 e 75th st #1b, new york, ny 10021",1
"3121 middletown rd #6b, bronx, ny 10461",1
"2245 creston ave, bronx, ny 10453",1
"1091 pierce ave, bronx, ny 10461",1
"144-13 75th ave, flushing, ny 11367",1
"255 w 108th st #2a, new york, ny 10025",1
"30-41 86th st, flushing, ny 11369",1
"86-22 259th st, queens, ny 11001",1
"3935 monticello ave, bronx, ny 10466",1
"303 e 57th st #29e, new york, ny 10022",1
" 230 w 56th st apt 65b, new york, ny 10019",1
"4523 broadway apt 7b, new york, ny 10040",1
"315 w 23rd st #9d, new york, ny 10011",1
"543 w 122nd st #21a, new york, ny 10027",1
"1110 clarence ave, bronx, ny 10465",1
"23 e 22nd st #11b, new york, ny 10010",1
"118 e 60th st #11e, new york, ny 10022",1
"2 west end ave apt 4l, brooklyn, ny 11235",1
"401 e 74th st apartment 12p, new york, ny 10021",1
"856 washington ave #6c, brooklyn, ny 11238",1
"733 ocean pkwy #7c, brooklyn, ny 11230",1
"28-26 160th st, flushing, ny 11358",1
"960 park ave #1b, new york, ny 10028",1
"401 east 86th st #10e, new york, ny 10028",1
"330 3rd ave apt 9b, new york, ny 10010",1
"323 e 79th st #3, new york, ny 10075",1
"6911 yellowstone blvd apt a36, forest hills, ny 11375",1
"158 bay 29th st, brooklyn, ny 11214",1
"1622 adams st, bronx, ny 10460",1
"306 mott st #9, new york, ny 10012",1
"212 w 18th st #17a, new york, ny 10011",1
"2 bay club dr #14r, bayside, ny 11360",1
"633 goethals rd n, staten island, ny 10314",1
"74-02 43rd ave #6b, elmhurst, ny 11373",1
"138-35 elder ave #4a, queens, ny 11355",1
"30 main st #4d, brooklyn, ny 11201",1
"162 s portland ave unit 2, brooklyn, ny 11217",1
"14-40 31st ave #2r, astoria, ny 11106",1
"80 gold st #3b, new york, ny 10038",1
"99-52 66th rd #11b, rego park, ny 11374",1
"9230 56th ave apt 1b, elmhurst, ny 11373",1
"251 w 95th st #5b, new york, ny 10025",1
"95 pierrepont st #1c, brooklyn, ny 11201",1
"595 e 84th st, brooklyn, ny 11236",1
"1147 e 89th st, brooklyn, ny 11236",1
"2517 voorhies ave #1h, brooklyn, ny 11235",1
"3560 carlisle pl, bronx, ny 10467",1
"13 w 13th st #1a, new york, ny 10011",1
"825 5th ave #12c, new york, ny 10065",1
"5900 arlington ave #10h, bronx, ny 10471",1
"314 e 41st st apt 702b, new york, ny 10017",1
"8451 beverly rd apt 5f, kew gardens, ny 11415",1
"1010 5th ave # 6a, new york, ny 10028",1
"422 jefferson st, brooklyn, ny 11237",1
"138 71st st apt a14, brooklyn, ny 11209",1
"40-45 95th st, elmhurst, ny 11373",1
"73-12 35th ave c 25, jackson heights, ny 11372",1
"1769 e 13th st #6b, brooklyn, ny 11229",1
"173 e 74th st #3b, new york, ny 10021",1
"29 thomas s boyland st, brooklyn, ny 11233",1
"9707 4th ave #3d, brooklyn, ny 11209",1
"37-50 87th st #4a, jackson heights, ny 11372",1
"100 colfax ave #7u, staten island, ny 10306",1
"1991 crotona ave, bronx, ny 10457",1
"919 e 224th st, bronx, ny 10466",1
"432 park ave apt 84b, new york, ny 10022",1
"20 west st #15f, new york, ny 10004",1
"76-24 176th st, flushing, ny 11366",1
"50 sleepy hollow rd, staten island, ny 10314",1
"2502 84th st, brooklyn, ny 11214",1
"8324 glenwood rd, brooklyn, ny 11236",1
"780 stafford ave, staten island, ny 10309",1
"21 adler pl, brooklyn, ny 11208",1
"765 shepherd ave, brooklyn, ny 11208",1
"850 st marks ave #2j, brooklyn, ny 11213",1
"242 e 15th st apt 1, new york, ny 10003",1
"49 n 8th st #6e, brooklyn, ny 11249",1
"54-44 little neck pkwy #3, little neck, ny 11362",1
"33-54 10th st, astoria, ny 11106",1
"42-22 191st st, flushing, ny 11358",1
"60-70 woodhaven blvd #3c, elmhurst, ny 11373",1
"329 w 71st st apt 4, new york, ny 10023",1
"460 ovington ave #2h, brooklyn, ny 11209",1
"217 remsen ave, brooklyn, ny 11212",1
"4568 carpenter ave, bronx, ny 10470",1
"214 n 11th st #1b, brooklyn, ny 11211",1
"448 40th st, brooklyn, ny 11232",1
"91-23 corona ave. #4b, flushing, ny 11373",1
"427 w 21st st, new york, ny 10011",1
"222 e 80th st #3a, new york, ny 10075",1
"2825 w 15th st, brooklyn, ny 11224",1
"2351 adam clayton powell jr blvd apartment 614, new york, ny 10030",1
"700 park ave #20a, new york, ny 10021",1
"342 e 53rd st #6c, new york, ny 10022",1
"97-52 75th st, ozone park, ny 11416",1
"109 lafayette st rm 502, new york, ny 10013",1
"51-42 30th ave. #2, woodside, ny 11377",1
"1175 park ave #1c, new york, ny 10128",1
"127 w 112th st #1b, new york, ny 10026",1
"164-08 85th ave, jamaica, ny 11432",1
"557 beach 129th st, rockaway park, ny 11694",1
"105-26 65th rd, flushing, ny 11375",1
"7666 austin st apt 2m, forest hills, ny 11375",1
"2115 kenmore ct, brooklyn, ny 11235",1
"229 mosely ave, staten island, ny 10312",1
"93 grand st, new york, ny 10013",1
"3015 riverdale ave #2a, bronx, ny 10463",1
"3935 blackstone ave #3f, bronx, ny 10471",1
"301 e 22nd st #2g, new york, ny 10010",1
"1 wall st apt 1406, new york, ny 10005",1
"111 murray st #30, new york, ny 10007",1
"401 e 60th st #5b, new york, ny 10022",1
"2324 60th st, brooklyn, ny 11204",1
"40 post ln, staten island, ny 10303",1
"245 e 72nd st #4a, new york, ny 10021",1
" 501 surf ave #2n, brooklyn, ny 11224",1
"838 5th ave fl 6, new york, ny 10065",1
"12 hancock st, brooklyn, ny 11216",1
"334 w 87th st apartment 7a, new york, ny 10024",1
"73 westbrook ave, staten island, ny 10303",1
"7 2nd ave #3c, new york, ny 10003",1
"720 greenwich st #9g, new york, ny 10014",1
"32 gramercy pk s #8b, new york, ny 10003",1
"91-23 corona ave. #7a, flushing, ny 11373",1
"631 essex st, brooklyn, ny 11208",1
"723 e 211th st, bronx, ny 10467",1
"2 river terrace #3f, new york, ny 10282",1
"75-02 austin st #3a, forest hills, ny 11375",1
"115 w 87th st, new york, ny 10024",1
"284 corbin ave, staten island, ny 10308",1
"246 west end ave apt 6e, new york, ny 10023",1
"609 columbus ave #14c, new york, ny 10024",1
"152-18 union tpke, flushing, ny 11367",1
"suffolk st, new york, ny 10002",1
"145 central park w #1b, new york, ny 10023",1
"201 e 21st st #2b, new york, ny 10010",1
"4219 de reimer ave, bronx, ny 10466",1
"983 park ave #5b, new york, ny 10028",1
"323 getz ave, staten island, ny 10312",1
"282a nassau ave #3a, brooklyn, ny 11222",1
"102-17 64th rd #4f, forest hills, ny 11375",1
"5700 arlington ave #21e, bronx, ny 10471",1
"300 e 55th st, new york, ny 10022",1
"132- 35 sanford ave, flushing, ny 11355",1
"400 5th ave apt 57e, new york, ny 10018",1
"30-31 hobart st #3, woodside, ny 11377",1
"181 hudson st #2a, new york, ny 10013",1
"387 ave. s #1f, brooklyn, ny 11223",1
"100 central park s #3a, new york, ny 10019",1
"1 central park s #1901, new york, ny 10019",1
"730 park ave #9a, new york, ny 10021",1
"180 e 73rd st, new york, ny 10021",1
"200 e 27th st apt 8e, new york, ny 10016",1
"3031 brighton 5th st #3c, brooklyn, ny 11235",1
"12-07 40th ave, long island city, ny 11101",1
"433 clove rd, staten island, ny 10310",1
"225 e 46th st #4f, new york, ny 10017",1
"420 e 55th st #6l, new york, ny 10022",1
"28 monsey pl, staten island, ny 10303",1
"23 waverly pl, new york, ny 10003",1
"983 park ave #6c, new york, ny 10028",1
"140 cabrini blvd apt 82, new york, ny 10033",1
" 2 e 55th st #1118, new york, ny 10022",1
"510 east 86th st, new york, ny 10028",1
"205 e 77th st #11h, new york, ny 10075",1
"393 west end ave #8f, new york, ny 10024",1
"80 central park w #4g, new york, ny 10023",1
"5313 avenue h, brooklyn, ny 11234",1
"49 weed ave, staten island, ny 10306",1
"936 seneca ave, flushing, ny 11385",1
"100 colfax ave apt 3h, staten island, ny 10306",1
"225 e 36th st #2h, new york, ny 10016",1
"2932 brighton 5th st, brooklyn, ny 11235",1
"440 riverside dr apt 105, new york, ny 10027",1
"543 w 122nd st #27a, new york, ny 10027",1
"444 e 75th st #7h, new york, ny 10021",1
"207 e 21st st #4c, new york, ny 10010",1
"51-13 103rd st #35, flushing, ny 11368",1
"225 e 57th st #11m, new york, ny 10022",1
"e houston st, new york, ny 10002",1
"415 e 52nd st #9a, new york, ny 10022",1
"54 w 16th st #9g, new york, ny 10011",1
"49 w 16th st, new york, ny 10011",1
"9 e 96th st #7c, new york, ny 10128",1
"2928 w 5th st #11d, brooklyn, ny 11224",1
"300 central park w #16b, new york, ny 10024",1
"4429 matilda ave, bronx, ny 10470",1
"2 5th ave #3f, new york, ny 10011",1
"110 central park s #5a, new york, ny 10019",1
"257-21 87th ave, queens, ny 11001",1
"109-9 15th ave, college point, ny 11356",1
"315 west end ave #2b, new york, ny 10023",1
"57-7 246th crescent #2, douglaston, ny 11362",1
"7322 avenue m, brooklyn, ny 11234",1
"3222 89th st # 106, east elmhurst, ny 11369",1
"318 w 100th st #8b, new york, ny 10025",1
"21-08 21st rd, astoria, ny 11105",1
"800 grand concourse #3r, bronx, ny 10451",1
"111 murray st #41b, new york, ny 10007",1
"56-11 van cleef st, flushing, ny 11368",1
"846 e 46th st, brooklyn, ny 11203",1
"475 sterling pl #1b, brooklyn, ny 11238",1
"366 clermont ave, brooklyn, ny 11238",1
"166 jewett ave, staten island, ny 10302",1
"1792 st johns pl, brooklyn, ny 11233",1
"319 e 50th st #8f, new york, ny 10022",1
"77 bleecker st apt 505, new york, ny 10012",1
"2 5th ave # 1, new york, ny 10011",1
"166-25 powells cove blvd #4c, whitestone, ny 11357",1
"158 stockholm st, brooklyn, ny 11237",1
"1524 harding park, bronx, ny 10473",1
"1278 schenectady ave, brooklyn, ny 11203",1
"1470 royce st, brooklyn, ny 11234",1
"32 e 55th st, brooklyn, ny 11203",1
"421 hudson st apt 807, new york, ny 10014",1
"68-15 eliot ave, flushing, ny 11379",1
"15 w 84th st #1j, new york, ny 10024",1
"5197 amboy rd, staten island, ny 10312",1
"1102 harding park, bronx, ny 10473",1
"27110 grand central pkwy #6j, queens village, ny 11005",1
"684 broadway #10e, new york, ny 10012",1
"120 college ave, staten island, ny 10314",1
"2 tudor city pl #10m, new york, ny 10017",1
"48-44 65th pl, flushing, ny 11377",1
"4 lexington ave #8b, new york, ny 10010",1
"467 keap st, brooklyn, ny 11211",1
"26910 grand central pkwy #2b, queens, ny 11005",1
"152-72 melbourne ave, flushing, ny 11367",1
"50 pine st #12d, new york, ny 10005",1
"180 e 88th st apt 46, new york, ny 10128",1
"222 w 14th st #10a, new york, ny 10011",1
"90-11 35th ave #4l, flushing, ny 11372",1
"433 e 56th st #8e, new york, ny 10022",1
"220 e 60th st, new york, ny 10022",1
"168 avenue p #8a, brooklyn, ny 11223",1
"60-66 catalpa ave, flushing, ny 11385",1
"641 5th ave #30h, new york, ny 10022",1
"215 e 80th st #4f, new york, ny 10075",1
"11620 132nd st, jamaica, ny 11420",1
"145 72nd st apt a11, brooklyn, ny 11209",1
"1118 jackson ave, bronx, ny 10456",1
"234 e 70th st apt 4, new york, ny 10021",1
"5-49 borden ave #8a, long island city, ny 11101",1
"340 e 64th st #8r, new york, ny 10065",1
"2401 walton ave, bronx, ny 10468",1
"17 w 54th st #3c, new york, ny 10019",1
"100 remsen st #1e, brooklyn, ny 11201",1
"235 w 70th st #3e, new york, ny 10023",1
"23 e 74th st #14f, new york, ny 10021",1
"1459 waring ave, bronx, ny 10469",1
"102 patchen ave, brooklyn, ny 11221",1
"6105 39th ave apt g3, flushing, ny 11377",1
"125 e 63rd st #4b, new york, ny 10065",1
"481 genesee ave, staten island, ny 10312",1
"14205 roosevelt ave apt 225, flushing, ny 11354",1
"449 mayfair dr s #9, brooklyn, ny 11234",1
